id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,b04_mean,b14_mean,b05_mean,b15_mean,b06_mean,b16_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha14_mean,alpha15_mean,alpha16_mean,alpha21_mean,alpha22_mean,alpha23_mean,alpha24_mean,alpha25_mean,alpha26_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,b04_mode,b14_mode,b05_mode,b15_mode,b06_mode,b16_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha14_mode,alpha15_mode,alpha16_mode,alpha21_mode,alpha22_mode,alpha23_mode,alpha24_mode,alpha25_mode,alpha26_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,b04_sd,b14_sd,b05_sd,b15_sd,b06_sd,b16_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha14_sd,alpha15_sd,alpha16_sd,alpha21_sd,alpha22_sd,alpha23_sd,alpha24_sd,alpha25_sd,alpha26_sd
164,6.73547,-0.136739,-0.127063,6.00493,7.35495,0.00239722,3.64528,-0.165095,8.49944,0.0324434,7.1958,-0.0586615,5.77968,-0.0581405,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,6.70877,-0.14088,-0.11149,6.61618,7.3557,0.00249301,3.66451,-0.154684,8.48961,0.0421671,7.17777,-0.0515548,5.74329,-0.0526358,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,6.45271,-0.145458,-0.111163,4.63403,7.35456,0.00227907,3.67768,-0.153513,8.46784,0.0306022,7.17674,-0.0587144,5.69168,-0.0579104,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.94267,0.0805133,0.0759389,9.54346,0.0249949,0.00559029,0.445579,0.143739,0.493111,0.0880111,0.357347,0.0980028,0.376015,0.0881473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,6.04849,-0.106676,-0.131636,5.90541,7.43466,0.0028648,3.10455,-0.152093,4.55324,0.0104782,7.64389,-0.0416238,3.4959,-0.0811433,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,5.97646,-0.125981,-0.128503,7.37956,7.43598,0.00233584,3.10752,-0.139236,4.51576,0.0246732,7.65355,-0.0415742,3.49785,-0.0870707,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,5.6084,-0.111932,-0.137157,3.77811,7.43552,0.00279072,3.12682,-0.141172,4.56464,0.0184626,7.63112,-0.0398485,3.36762,-0.0830121,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.05482,0.0850375,0.080052,9.44781,0.0307755,0.00579142,0.510458,0.133567,0.611683,0.0957185,0.398914,0.0933698,0.419148,0.0809772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6.65174,-0.100765,-0.157889,4.81557,7.40775,-0.00147591,4.32702,0.120664,5.1519,-0.0660271,7.00616,0.0508388,5.92764,-0.0524191,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,6.49416,-0.0782182,-0.143629,3.9087,7.40803,-0.00139131,4.28573,0.123344,5.18975,-0.0683533,7.0863,0.0447083,5.92455,-0.05205,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,5.69489,-0.0421643,-0.131787,4.51404,7.40816,-0.0014712,4.33325,0.12018,5.16712,-0.0654681,7.03466,0.04686,5.95625,-0.0551431,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.751195,0.0668008,0.0572341,4.57791,0.0182839,0.00112462,0.29246,0.0155518,0.280932,0.0171525,0.336504,0.0211022,0.33749,0.0184799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,5.81219,-0.0960777,-0.169919,5.91834,7.36209,0.000308224,4.42956,-0.18145,5.65921,0.0593198,6.40076,-0.0474216,4.97669,-0.0427016,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,5.60712,-0.0896775,-0.163821,6.6825,7.36375,-0.000133032,4.4016,-0.174756,5.57871,0.0692413,6.42581,-0.0518444,5.02294,-0.0520319,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,5.03302,-0.0748744,-0.172855,6.61646,7.3642,5.70696e-05,4.42571,-0.180924,5.7112,0.0551945,6.38565,-0.0527773,4.92185,-0.0429698,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.03789,0.063897,0.062053,5.86834,0.0198271,0.00278886,0.35563,0.0525331,0.403276,0.0482804,0.371729,0.0443634,0.338804,0.0418834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,8.49523,-0.11595,-0.151218,4.12346,7.38151,0.00637232,3.31474,-0.0211569,6.0806,0.156774,7.10092,0.0471507,5.49962,-0.0427266,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,8.50729,-0.102267,-0.137693,4.24896,7.37813,0.00712685,3.2865,-0.0208186,6.06145,0.160511,7.16859,0.0352923,5.45724,-0.0387095,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,8.21433,-0.0979003,-0.146785,4.09333,7.37898,0.00686343,3.31921,-0.0221575,6.01494,0.16452,7.09467,0.0415093,5.41101,-0.0389734,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.745848,0.0714004,0.068184,4.30867,0.0213323,0.00297522,0.378798,0.0551773,0.517624,0.0626949,0.353362,0.0466191,0.296284,0.0355872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2.12132,-0.00485924,-0.0879519,10.1605,7.41287,-0.00656238,3.25068,-0.0292685,5.64348,-0.234873,6.80783,0.0242082,4.43945,-0.0680734,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,2.57203,0.0207325,-0.143103,4.7191,7.42266,-0.00721225,3.0835,-0.0185065,5.40786,-0.219643,6.57612,0.0377713,4.48392,-0.070784,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.80543,0.0139481,-0.150944,4.7922,7.41902,-0.00694305,3.23803,-0.0282059,5.55214,-0.229136,6.71846,0.0278532,4.62328,-0.0783697,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.12715,0.0167688,0.0692066,2.81878,0.0176406,0.00106991,0.231022,0.0134072,0.280619,0.0148129,0.329859,0.0177555,0.162152,0.00839873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3.79135,-0.151167,-0.115154,4.0751,7.39961,0.00348282,4.12093,-0.185509,3.87053,0.03023,7.22543,-0.0099145,5.25296,-0.0596357,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.91492,-0.159859,-0.114317,5.29382,7.40032,0.0033006,4.1162,-0.213065,3.97139,0.0160443,7.22522,0.0133307,5.2264,-0.0475044,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,3.55635,-0.156988,-0.101918,5.71792,7.39891,0.0035743,4.15256,-0.204835,3.92256,0.0232913,7.1645,0.00969947,5.19416,-0.0622,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.853939,0.081933,0.0656908,5.59801,0.0220539,0.00545759,0.404543,0.120267,0.459507,0.0774939,0.355701,0.0796086,0.331291,0.082722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3.08782,-0.172561,-0.146267,4.45643,7.42333,0.00575345,5.626,-0.234215,5.31199,0.132462,5.9531,-0.0985309,5.06381,-0.101961,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,2.9988,-0.145651,-0.135746,3.10042,7.42427,0.00530519,5.60282,-0.224412,5.34152,0.127591,5.95186,-0.102399,5.02246,-0.0863012,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,2.93387,-0.144476,-0.122056,4.23791,7.42374,0.00572124,5.59491,-0.227502,5.3055,0.127826,5.91262,-0.103603,5.01619,-0.102999,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.52754,0.0732806,0.0634371,2.93506,0.0233563,0.00470803,0.394586,0.0788949,0.444116,0.0803369,0.327339,0.0632553,0.312513,0.0660589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2.97354,-0.0822181,-0.156068,4.42018,7.42367,0.004189,3.72588,-0.0585524,4.62174,0.0538052,7.50859,-0.0200692,4.05968,-0.0451583,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.04429,-0.100792,-0.158094,6.0938,7.42085,0.00468823,3.7224,-0.0494468,4.59555,0.0552325,7.53492,-0.0273471,4.07119,-0.0418718,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,2.03404,-0.0677548,-0.162715,6.11658,7.42285,0.00420413,3.70271,-0.0514092,4.60581,0.0523842,7.50907,-0.0252043,4.00164,-0.0418132,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.867787,0.0647336,0.055414,6.41452,0.021405,0.00371901,0.377688,0.0819608,0.402333,0.0673946,0.345615,0.0535677,0.329603,0.0518262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4.31538,-0.241387,-0.109123,14.1878,7.33838,0.00185254,3.99312,-0.0884683,6.83701,-0.038954,6.80865,-0.0649924,5.37342,0.00290617,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,4.3671,-0.235995,-0.112925,16.1319,7.33963,0.00149839,4.00835,-0.0934002,6.91092,-0.0483572,6.7278,-0.0508495,5.39477,0.00798173,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,4.65632,-0.253369,-0.137827,18.2491,7.34015,0.00131203,4.0152,-0.0946649,6.84145,-0.038827,6.77293,-0.0685793,5.32014,0.00265838,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.648127,0.0477258,0.0411912,8.20952,0.0228916,0.00372719,0.348355,0.0791165,0.428001,0.0744627,0.326177,0.0548844,0.383007,0.0649449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3.67121,-0.0667769,-0.156791,6.44766,7.43688,-0.00156171,3.80653,-0.192101,4.7106,0.0339239,8.46098,-0.112986,4.10487,-0.0903291,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.94408,-0.0701102,-0.163551,4.29073,7.43905,-0.00185971,3.68839,-0.172457,4.76864,0.0220916,8.42413,-0.109611,4.07931,-0.0886041,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,3.03559,-0.0505237,-0.149512,5.87121,7.43968,-0.00204192,3.73621,-0.181536,4.73025,0.0306691,8.4089,-0.116174,4.02784,-0.0890164,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.979518,0.0854032,0.0600119,4.38818,0.0217284,0.0040632,0.414873,0.0799883,0.454972,0.07601,0.342123,0.0532075,0.317662,0.0459622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4.47363,-0.0809599,-0.163522,5.25089,7.41324,0.00817483,5.27452,-0.338412,1.30945,0.126653,6.82291,-0.0820475,5.19454,-0.135046,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,4.43065,-0.0933937,-0.162826,5.41573,7.41784,0.00754742,5.2348,-0.336302,1.33723,0.125719,6.94933,-0.0942564,5.27486,-0.142572,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,3.42656,-0.0599503,-0.160135,6.57835,7.41493,0.00781415,5.31816,-0.342525,1.20919,0.136558,6.81327,-0.0834125,5.15747,-0.135886,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.03427,0.0566798,0.0592765,4.22045,0.0190941,0.00240734,0.336229,0.0348209,0.435695,0.0459533,0.276137,0.0308174,0.249614,0.0247557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3.19501,-0.127512,-0.134732,3.77607,7.39671,0.00444149,3.33713,-0.263072,6.82963,0.0279533,7.10128,-0.0254244,4.83117,-0.240878,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.17937,-0.127688,-0.141571,3.78137,7.39817,0.00451118,3.2973,-0.249182,6.76322,0.0374292,7.20794,-0.0516178,4.76629,-0.216717,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,2.94729,-0.127803,-0.125749,3.86326,7.39496,0.00446109,3.30289,-0.255944,6.8038,0.0286978,7.09257,-0.0351858,4.76537,-0.238885,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.663021,0.0663354,0.0600259,3.55074,0.0227146,0.00446666,0.449159,0.0985983,0.411603,0.0823935,0.333714,0.0723023,0.241595,0.0612611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2.43064,-0.170735,-0.129914,3.32947,7.38412,0.00956384,5.43246,-0.334112,3.85739,0.0892911,5.39845,-0.162097,4.43817,-0.0824551,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,2.29219,-0.146001,-0.118767,2.4433,7.39303,0.00895294,5.35802,-0.329769,3.7862,0.0953281,5.35771,-0.160659,4.46581,-0.084624,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,2.73272,-0.12155,-0.0785909,5.28387,7.3865,0.0094444,5.44866,-0.33481,3.8442,0.0899992,5.37212,-0.16143,4.47465,-0.0851398,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.265584,0.0666567,0.06013,2.72847,0.0177178,0.00105315,0.278941,0.0149756,0.396089,0.0226266,0.144986,0.00526299,0.1306,0.00484232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3.87658,-0.107422,-0.152369,4.58541,7.45389,0.00596671,4.39737,-0.206867,6.66987,0.100642,6.25901,-0.00342879,5.93677,-0.0588052,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.75711,-0.104198,-0.158528,4.37231,7.45739,0.00394214,4.49458,-0.227072,6.68021,0.115969,6.19195,0.0126924,5.99228,-0.0641887,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,3.23095,-0.0845228,-0.160284,5.03166,7.45652,0.00506726,4.47161,-0.222181,6.64922,0.113456,6.18448,0.00411594,5.91509,-0.0644622,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.798119,0.0757014,0.0701221,3.85825,0.0214212,0.00425777,0.458151,0.0893002,0.462433,0.0835859,0.345568,0.0703673,0.37316,0.078039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2.32758,-0.0721999,-0.168354,4.64791,7.46272,0.00874959,5.17533,-0.106226,5.74787,0.0962688,6.20835,-0.0123179,5.12147,-0.353448,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,2.06114,-0.04891,-0.137392,5.20584,7.46281,0.00902778,5.20352,-0.11464,5.74732,0.0988344,6.08648,0.0038354,5.08791,-0.349916,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.52319,-0.0485472,-0.147478,5.51411,7.4602,0.00907,5.18504,-0.108107,5.82786,0.0854723,6.10895,-0.00717959,5.09261,-0.353055,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.753596,0.0636948,0.0504669,3.74639,0.0231054,0.00301861,0.332346,0.0443192,0.485373,0.0662223,0.376864,0.0476836,0.216542,0.0196673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3.69006,0.0612174,-0.146301,2.18875,7.40995,0.00109509,5.02456,-0.327518,3.30251,-0.0780634,6.08255,-0.212854,5.56868,-0.0131459,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,3.86876,0.0509147,-0.122745,3.18246,7.39703,0.00172102,4.87405,-0.319213,3.06328,-0.0631208,6.22098,-0.217618,5.50056,-0.00858162,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,3.3624,0.0526236,-0.122756,2.62168,7.40532,0.00127687,5.08206,-0.329872,3.29406,-0.0767226,6.12855,-0.214526,5.52278,-0.0111628,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.674606,0.0239685,0.0627251,2.06793,0.0122048,0.000707042,0.28884,0.0174286,0.417955,0.0240964,0.108938,0.00382385,0.277167,0.0155386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4.60451,-0.103246,-0.138686,5.57685,7.39125,2.33962e-05,3.89704,-0.012526,2.45143,-0.0425207,6.73178,-0.0811791,5.18699,-0.14431,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,4.69174,-0.1156,-0.154149,5.96757,7.39074,-0.000656054,3.85309,-0.00136665,2.43198,-0.0357046,6.76798,-0.0692606,5.21717,-0.13569,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,4.11881,-0.111283,-0.136157,3.77701,7.39002,-5.09638e-05,3.88789,-0.00157199,2.49641,-0.0390774,6.69622,-0.0817002,5.16883,-0.147742,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,1.15965,0.0844731,0.0648002,5.6627,0.0241617,0.0055726,0.452697,0.141863,0.45298,0.078124,0.348433,0.0955419,0.321116,0.0858248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,5.31609,-0.159975,-0.091421,6.6765,7.40706,0.0044705,3.46647,-0.0982642,6.72948,0.0447436,8.14492,-0.0287652,4.36759,-0.120584,0.0236944,0.131088,0.785196,0.0808938,0.184699,-11.8272,0.7007,-0.000414039,-1.02525e-05,0.000375966,-0.106392,-2.49432e-07,3.26882e-09,0.0718355,9.292e-07,-0.000873171,5.39032,-0.175493,-0.0969263,5.60024,7.40808,0.00457962,3.47208,-0.10875,6.73222,0.0424559,8.17386,-0.0463958,4.34537,-0.118148,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,5.2795,-0.179294,-0.0833509,10.4892,7.40719,0.00419314,3.48512,-0.111601,6.76357,0.0382864,8.11843,-0.03689,4.27981,-0.116199,0.0238521,0.131694,0.785437,0.0808889,0.182309,-11.8629,0.696119,-0.000412886,-9.7446e-06,0.000377444,-0.106216,-2.44306e-07,3.27558e-09,0.0722721,9.95493e-07,-0.000841371,0.875701,0.0822355,0.0687553,4.25805,0.022638,0.00519598,0.464374,0.115984,0.46648,0.082487,0.398007,0.0933771,0.321698,0.0773514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
