id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha21_SAEM
242,5.4722,-0.0903605,-0.147256,7.41672,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
243,3.55346,-0.143863,-0.137129,4.86591,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
244,4.68071,-0.118255,-0.142139,5.74192,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
245,6.17343,-0.0777623,-0.157905,8.21629,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
246,1.09601,-0.0922678,-0.184241,9.75068,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
247,6.37876,-0.145097,-0.127257,6.76665,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
248,3.2204,-0.112237,-0.147449,5.81626,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
249,7.91688,-0.0483748,-0.156943,10.4676,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
250,3.17406,-0.146775,-0.126984,4.25323,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
251,0.754186,-0.15405,-0.151843,4.32208,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
252,3.19628,-0.214431,-0.0537483,11.6782,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
253,1.33774,-0.239335,-0.120264,24.0181,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
254,0.824228,-0.0984318,-0.169782,5.86642,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
255,4.94835,-0.0911718,-0.140171,6.04772,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
256,4.48322,-0.14865,-0.130192,5.92979,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
257,3.54852,-0.132199,-0.154314,5.34444,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
258,4.86413,-0.132899,-0.145491,5.19442,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
259,4.37876,-0.119411,-0.13719,8.27734,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
260,6.47571,-0.13478,-0.135551,5.01421,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
261,6.35205,-0.143862,-0.1305,6.44283,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
262,3.6388,-0.307253,-0.149986,11.6254,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
263,7.35133,-0.115218,-0.144485,6.10457,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
264,5.35638,-0.147952,-0.133139,5.56896,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
265,4.32551,-0.113978,-0.144042,6.49218,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
266,7.66353,-0.118216,-0.13027,7.9734,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
267,2.37814,-0.0893244,-0.149258,6.33424,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
268,3.93663,-0.13984,-0.140154,6.27982,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
269,2.93681,-0.188636,-0.123459,5.56077,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
270,6.00744,-0.238196,-0.09195,10.7952,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
271,1.88321,-0.137961,-0.131672,7.17319,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
272,5.25675,-0.161994,-0.131879,5.4157,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
273,5.29111,-0.0684402,-0.149588,8.31257,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
274,2.59198,-0.112451,-0.139128,11.2852,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
275,4.53794,-0.14056,-0.13627,5.90735,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
276,2.56033,-0.132016,-0.0366411,12.0254,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
277,3.72063,-0.114777,-0.145102,7.1159,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
278,6.87989,-0.139086,-0.133943,6.75683,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
279,6.88544,-0.125324,-0.147738,5.03037,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
280,5.03182,-0.0956382,-0.161969,6.51681,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
281,5.03013,-0.140593,-0.142203,5.87857,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
282,7.25357,-0.123035,-0.133449,6.40382,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
283,2.28691,-0.282954,-0.0816218,12.0947,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
284,5.23799,-0.11857,-0.144772,5.24125,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
285,4.93606,-0.191879,-0.0608773,12.9719,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
286,4.6046,-0.213043,-0.115501,7.30836,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
287,6.58643,-0.238768,-0.109535,9.77072,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
288,3.88274,-0.121359,-0.13616,5.96225,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
289,6.93866,-0.110706,-0.159201,6.7773,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
290,5.62167,-0.156429,-0.121461,4.55377,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
291,5.51951,-0.1398,-0.133357,6.59796,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
292,5.89369,-0.0946852,-0.143933,5.77064,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
293,4.14614,-0.274608,-0.062993,41.1742,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
294,4.22429,-0.137836,-0.139364,5.87053,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
295,6.10487,-0.153672,-0.144723,4.921,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
296,3.89271,-0.125746,-0.147174,5.68742,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
297,3.33634,-0.138552,-0.133922,7.92858,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
298,6.48476,-0.103693,-0.150306,6.47457,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
299,4.16001,-0.113693,-0.144754,5.43674,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
300,4.60681,-0.135627,-0.13,5.34911,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
