rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2,score4C
2,136,0.762479528101918,-0.00357024658647521,0.339800093917831,-0.12285372825823,-0.46937502072141,0.0182931404129956,2.74848804595072,-0.0289718243327689,0,0,0,0,0,0,0,0,0,0,0,0,7
3,136,0.205642768809768,-0.0112214496513974,0.308882362574957,0.0862362940903609,0.0628847622748676,-0.0205650078716076,1.58360319910423,0.0637410870899435,0,0,0,0,0,0,0,0,0,0,0,0,7
1,137,0.764605564898678,-0.000174917707711011,-0.557296969518106,0.330695912958999,-0.20871805455555,-0.000176696857299182,-0.394731589378097,-0.117144180945409,0,0,0,0,0,0,0,0,0,0,0,0,3
2,137,-1.12128743580868,0.064498274264702,-0.240906531675704,0.323318292137596,-0.335825499623441,0.00585690551433387,-0.176718318114354,-0.054608688387234,0,0,0,0,0,0,0,0,0,0,0,0,3
3,137,-0.328406515453378,0.0596736653871833,-0.030886651891346,0.292127615607594,-0.131606170169196,0.00270548377288613,0.277716169287018,-0.12961448877226,0,0,0,0,0,0,0,0,0,0,0,0,3
1,138,-1.49355595606297,0.136792003940893,-0.799203913703505,-0.0386087234923791,-0.0984863500781028,0.00743475883018097,1.20304424710673,-0.046898118692087,0,0,0,0,0,0,0,0,0,0,0,0,6
2,138,-2.3674460831146,0.0872874526945275,0.23591464822332,-0.274182083109284,0.121724732918254,0.0430470630380731,-3.05960625516188,-0.0162214070443644,0,0,0,0,0,0,0,0,0,0,0,0,6
3,138,-2.53521469406765,0.00617248659862948,0.404128492259315,0.0605305519978309,-0.611090146578682,0.00454744476645913,0.196346973575061,-0.0149231020049627,0,0,0,0,0,0,0,0,0,0,0,0,6
1,139,-0.435045290523952,0.113632025288735,-0.270585782135669,0.150588992920753,-0.0658347597812261,-0.0112861524044665,1.42949787276582,-0.0720765070746196,0,0,0,0,0,0,0,0,0,0,0,0,2
2,139,0.13969767860868,0.0918259978623461,0.101131533660483,0.0315428890315529,0.00865607710820893,0.0105046934220603,-0.767277134136137,0.0495410337984906,0,0,0,0,0,0,0,0,0,0,0,0,2
3,139,0.757228079811886,-0.0521323032908344,0.131110100444347,0.0806713548678862,0.0643607178433205,4.46000199649781e-05,1.20417335453607,-0.0654842983102911,0,0,0,0,0,0,0,0,0,0,0,0,2
1,140,1.03929773407684,-0.150527379379121,0.45494909800212,-0.0904966188916352,-0.139373109120853,-0.0319089203979576,1.0505483733059,-0.0244963423388582,0,0,0,0,0,0,0,0,0,0,0,0,4
2,140,-0.528731319623878,0.116749185516675,0.272921478025653,0.141017721315354,-0.389704330222695,-0.014106196110434,0.784608464817836,0.137555842692745,0,0,0,0,0,0,0,0,0,0,0,0,4
3,140,0.107964386939014,0.0679555123468784,0.289746601942309,0.0389582680719844,-0.534831409439056,0.0159723943590689,-0.0697143835883054,0.0107167210674017,0,0,0,0,0,0,0,0,0,0,0,0,4
1,141,0.493216504194272,0.0396767435472635,-1.68514516097233,-0.0713286709568354,0.0365204451052445,0.0365982286898121,5.00986542008513,-0.0143260973538359,0,0,0,0,0,0,0,0,0,0,0,0,5
2,141,0.543971348814457,0.0436645531687947,-0.389580779242269,-0.362804411782439,0.0810556555577335,-0.0240701593601596,1.30993039843798,-0.015071736670563,0,0,0,0,0,0,0,0,0,0,0,0,5
3,141,0.20659067730012,-0.0260851835488478,-1.67770102245294,-0.207825447268571,0.000957773619958857,0.00986120964958556,3.21093045024659,0.129810839699903,0,0,0,0,0,0,0,0,0,0,0,0,5
1,142,0.978052719505119,-0.104863035244251,0.529048193280125,-0.183882716041736,-0.471140099474522,-0.015715804816242,-1.15216015701408,0.110780696928168,0,0,0,0,0,0,0,0,0,0,0,0,8
2,142,0.427809552149102,-0.0396235246105966,-0.331986377792913,-0.135164892437199,-0.0219447511080348,0.0124093721532885,-1.25556024404379,0.0702233068973364,0,0,0,0,0,0,0,0,0,0,0,0,8
3,142,0.799031630838495,0.107030858247491,0.650560036571671,-0.176667554548634,0.41808531410094,-0.0120394010918452,3.22921929910034,0.114818816510939,0,0,0,0,0,0,0,0,0,0,0,0,8
1,143,0.406769107808979,-0.00081571929859714,-0.132423651352467,0.000781549196239156,0.177588003594465,-0.0141723881088546,-1.89018694176342,-0.111152803490381,0,0,0,0,0,0,0,0,0,0,0,0,12
2,143,0.53996572017178,-0.0270918941524296,0.163420794810183,-0.0250589625980712,-0.217783456707052,0.00857386902677234,-2.0181265866681,-0.0809813530866067,0,0,0,0,0,0,0,0,0,0,0,0,12
3,143,-0.10421078985752,0.0479085898811903,0.850003357893805,-0.0578319895866447,-0.344291203169632,0.0089403567074356,-2.99213492202672,0.0822589020542702,0,0,0,0,0,0,0,0,0,0,0,0,12
1,144,0.522293248761436,0.0664388024543573,0.621126928292826,-0.235817110387756,-0.22616556634333,0.00412032001790305,0.348794841797073,0.0388763786312274,0,0,0,0,0,0,0,0,0,0,0,0,7
2,144,1.40005598908581,-0.0614974712675944,0.0094446052510726,-0.0879642013433249,-0.141883215762877,-0.0226874294255361,-0.994316080577974,-0.083583153405812,0,0,0,0,0,0,0,0,0,0,0,0,7
3,144,0.434678677658177,-0.0245151239885473,-0.551792438730785,0.242469039337391,-0.473821992773035,0.0128151049928477,-0.154664264780948,0.134655669868122,0,0,0,0,0,0,0,0,0,0,0,0,7
1,145,0.436461209571582,-0.0462631537400714,-0.398085063765866,0.16004006516911,0.0977215475556177,0.0284365919671646,-1.11633496384687,0.0287699231517023,0,0,0,0,0,0,0,0,0,0,0,0,13
2,145,1.09990861931488,-0.0378035214681973,-0.17196036524748,0.147474400612917,0.0499624455263445,-0.00814123698390647,-2.26101591999264,-0.102899251795799,0,0,0,0,0,0,0,0,0,0,0,0,13
3,145,1.46544663545581,-0.0476238593909518,0.0700424743602799,0.131999725826951,-0.0558258074489792,-0.00459154275719737,0.853967542641911,0.053561152030507,0,0,0,0,0,0,0,0,0,0,0,0,13
1,146,-0.978348924002016,0.142876568192409,-0.953880317264001,0.38089627648168,0.0425118307734502,-0.00428290651458128,-1.18949967742476,0.122885062639669,0,0,0,0,0,0,0,0,0,0,0,0,8
2,146,-0.718790628282699,0.102192602870486,-1.35584520482563,0.403831307646928,0.332958920000963,-0.0288163525550626,-0.431292557053851,0.0479521928014557,0,0,0,0,0,0,0,0,0,0,0,0,8
3,146,-0.407682352024881,0.045395026146892,-1.27078447986739,0.393347887702027,0.151290538321152,0.000990024957716168,-0.903176921860705,0.0714158791133853,0,0,0,0,0,0,0,0,0,0,0,0,8
1,147,-1.41132750741396,0.147263051411751,-0.279502814344447,0.0158648793816727,0.159638271439414,0.00381650182670484,-0.655784499301106,0.0543579815573466,0,0,0,0,0,0,0,0,0,0,0,0,3
2,147,-1.33244693487479,0.164467403654947,-0.313169955155423,0.0211734362628302,-0.186929883259371,0.0213266889472657,0.694512594975336,0.00685423280866265,0,0,0,0,0,0,0,0,0,0,0,0,3
3,147,-1.44261893110208,0.0823513143226162,0.220768668016571,-0.0258526925234491,0.217040381610373,0.000658090228065131,-0.423471657319865,-0.108631733935762,0,0,0,0,0,0,0,0,0,0,0,0,3
1,148,0.478244869188542,0.180425282801113,1.18550277588496,-0.0599446485220621,0.306611723255627,0.00840456996284599,-2.11945446806706,-0.00968483224366846,0,0,0,0,0,0,0,0,0,0,0,0,8
2,148,1.80202228605709,-0.0696429412253781,0.70498304871373,0.237319374846298,0.218277069910169,-0.0218771531976765,-1.62583872742667,-0.0222092735184296,0,0,0,0,0,0,0,0,0,0,0,0,8
3,148,0.759644048981666,-0.0315038215848447,0.112940034829514,0.412168823483395,0.559835556745089,-0.0114710436914397,-2.040806617569,-0.0658456537717278,0,0,0,0,0,0,0,0,0,0,0,0,8
1,149,0.66362263715304,-0.07432091719813,1.2640493546562,0.226001936322245,-0.333385064997612,0.038461905584839,3.32192351066116,-0.0129098913645104,0,0,0,0,0,0,0,0,0,0,0,0,12
2,149,-0.414775197039708,-0.0256309624551946,1.37512064228753,0.21248062177772,-0.112638224020701,0.0101763792730412,-0.74614769209029,-0.0548451693219011,0,0,0,0,0,0,0,0,0,0,0,0,12
3,149,-1.16967766129919,0.0291424023591634,1.42211842292339,0.194062982198526,-0.0429745296534474,0.0124470236849904,1.24377884816572,-0.068865676805112,0,0,0,0,0,0,0,0,0,0,0,0,12
1,150,-3.13272861116469,0.157930357021331,-1.69074016679576,-0.139921368977252,-0.0547283404858838,0.0417288030944941,0.877506149937716,0.130116287693979,0,0,0,0,0,0,0,0,0,0,0,0,1
2,150,-1.6555500304454,-0.0199997651643641,-0.431197774514405,0.00795856161415653,-0.414492492970297,0.00963103860427141,1.14156363013193,0.0672526774742479,0,0,0,0,0,0,0,0,0,0,0,0,1
3,150,-1.25375579407957,0.0485176587429205,-1.79381908483527,-0.0790120106437846,0.207409373851473,-0.00793473889592379,1.79665815816846,-0.0230476225134798,0,0,0,0,0,0,0,0,0,0,0,0,1
1,151,0.963491394928374,-0.050940498885843,-0.590623632869093,0.198197573459184,0.115992052277482,0.0187804801456903,-2.08654794062164,0.00949894350739675,0,0,0,0,0,0,0,0,0,0,0,0,2
2,151,1.57244509996313,-0.0905551096082853,-0.394947289692061,0.210642443153375,0.080949529505201,0.0278579099705695,-0.599345568593904,0.0249659408369518,0,0,0,0,0,0,0,0,0,0,0,0,2
3,151,1.60802697071144,-0.112276172320841,-0.348685235623372,0.178654862934273,0.0485357093626986,0.017952723268141,-0.725637952348407,-0.0150302182110012,0,0,0,0,0,0,0,0,0,0,0,0,2
1,152,-0.277563831592238,-0.0959885505582183,-1.17411363161753,-0.169764779073802,-0.0335144888259933,0.00500282814008597,-1.53593543747034,0.0880451858781659,0,0,0,0,0,0,0,0,0,0,0,0,3
2,152,0.505189908708817,0.0346437980609253,-1.2679293564045,-0.324872460743947,-0.263531788268649,0.0209234426697225,-0.775672386236565,-0.0240049408668356,0,0,0,0,0,0,0,0,0,0,0,0,3
3,152,2.47541411429317,0.0549500796278574,-1.14777357786807,-0.312001225913196,-0.209068290510241,0.00316189995297304,1.6205479478767,0.033998520167453,0,0,0,0,0,0,0,0,0,0,0,0,3
1,153,-0.771209604835041,-0.0580589149977962,-0.953376157448789,-0.120061167676679,-0.134424248744323,-0.00336678438686164,-4.7908754712213,0.0183541730088018,0,0,0,0,0,0,0,0,0,0,0,0,4
2,153,-0.540666693241874,-0.124052908900625,-0.816843734495841,-0.232193690750595,-0.0926719692184186,0.0098116752435377,-4.88829618361736,0.114851848981751,0,0,0,0,0,0,0,0,0,0,0,0,4
3,153,-0.886486554826724,0.0633005433473648,-0.403972859179204,-0.227913073975751,-0.0537539270937,0.0167870953242328,-2.15599572519518,0.0166854731159194,0,0,0,0,0,0,0,0,0,0,0,0,4
1,154,1.63422139413121,0.16199025421976,1.22095504352616,-0.385751163321887,-0.0324630197032461,-0.00489785029516445,4.16920999633814,0.139250584241096,0,0,0,0,0,0,0,0,0,0,0,0,2
2,154,1.88665732366771,-0.115272143652768,1.11844975386176,-0.42227086941913,-0.0280511121104636,0.0136404211367159,-2.00525076125398,-0.021594895654597,0,0,0,0,0,0,0,0,0,0,0,0,2
3,154,3.29545576132708,-0.359991732427979,1.10235635060336,-0.267846077586178,0.317043923388308,-0.00682492397091222,-0.0780897717574476,0.0711063035277005,0,0,0,0,0,0,0,0,0,0,0,0,2
1,155,-0.547060399380292,-0.0535037052358045,-0.0548599515079635,-0.190751304206717,-0.0103711925020002,0.0474595710587635,3.2001841108146,-0.0293507045274564,0,0,0,0,0,0,0,0,0,0,0,0,6
2,155,-0.746480955716138,-0.158001515064952,-0.203385390193204,0.143897512103295,0.260681423802605,-0.0107181019249081,2.95448294445318,0.0127818555503471,0,0,0,0,0,0,0,0,0,0,0,0,6
3,155,-1.2040112744282,0.131772192842891,1.01978520481083,-0.0928660500634172,0.096007441480535,-0.0332602558689541,2.17979337376254,-0.12569229995519,0,0,0,0,0,0,0,0,0,0,0,0,6
1,156,0.528819429927601,-0.0716494539567752,1.10270113851525,-0.150346674778509,-0.217150481797129,-0.00258669100738528,0.648895497483721,-0.0778046072798412,0,0,0,0,0,0,0,0,0,0,0,0,7
2,156,-1.17562842335612,-0.11088866669975,1.23895638532714,-0.051276470520416,-0.309033660282827,0.00177640226009526,0.0202036502958407,-0.0530729370658049,0,0,0,0,0,0,0,0,0,0,0,0,7
3,156,-0.191862093840382,-0.0320093234142876,1.79859901746101,0.20818197053338,-0.277775235790616,-0.00611649449127212,-0.302333132708242,0.00903333005505414,0,0,0,0,0,0,0,0,0,0,0,0,7
1,157,0.860042224171377,-0.0967832363011729,0.758476983528858,-0.149880095374535,0.256082344832568,-0.0173767055539407,-2.91907960254612,0.10744326721255,0,0,0,0,0,0,0,0,0,0,0,0,8
2,157,0.317861891478151,-0.0376973564784482,0.410223642531574,-0.138094969621064,0.402569946798511,0.00245243160965166,-1.97933013301682,-0.0205209691029657,0,0,0,0,0,0,0,0,0,0,0,0,8
3,157,0.258101023107332,-0.0340934766927879,0.835072918986421,-0.185907668799127,0.210821063998001,-0.02240771985213,-0.532961498652995,-0.135796145370529,0,0,0,0,0,0,0,0,0,0,0,0,8
1,158,0.524878889856995,0.00529454550475782,0.579122331692947,0.369824061175899,0.0933892094873041,-0.022660270820648,2.43001718223361,0.00246384614782983,0,0,0,0,0,0,0,0,0,0,0,0,3
2,158,0.25221680934337,-0.143005737774744,0.162698488455352,0.389710957919046,0.106646111533582,0.00117393099001483,-1.3652547376451,0.113157949784385,0,0,0,0,0,0,0,0,0,0,0,0,3
3,158,-1.07644217890991,-0.0815798376132451,-0.0897646228228508,0.391883531878642,0.401449688899582,-0.0174732727634403,-1.78356367774731,0.0198487620358053,0,0,0,0,0,0,0,0,0,0,0,0,3
1,159,0.0607495000685763,0.154230088512449,-1.05845804051638,0.143101077253462,0.164282583344247,0.0562935261450868,-0.519849734530325,-0.0786273692004046,0,0,0,0,0,0,0,0,0,0,0,0,10
2,159,1.39998334850301,0.0981080444755812,-0.784250668423501,0.185207701736284,0.593851758211855,0.00492556979736314,-0.496619359192067,-0.0205924305203741,0,0,0,0,0,0,0,0,0,0,0,0,10
3,159,-0.0684044505593357,0.201180990339983,-0.857075025742012,0.169980463369784,0.52083267175469,-0.00694958052009126,0.925445584263443,-0.147386646636587,0,0,0,0,0,0,0,0,0,0,0,0,10
1,160,0.843947044228469,0.0496226582912761,2.62394692207093,0.161188176884499,-0.0158401120177203,0.00638502237691428,-0.512123310052445,0.00881591553169107,0,0,0,0,0,0,0,0,0,0,0,0,2
2,160,1.08948781578198,0.0101152688509198,2.31985905564307,0.16638972368298,0.0827068528781583,-0.00257661598306855,-1.70781976802097,0.0785269423194664,0,0,0,0,0,0,0,0,0,0,0,0,2
3,160,1.04255816697742,0.0644303980882821,2.29201066278985,0.172946752531507,0.170789869171348,0.00248902346106999,0.695978954216287,0.0285057778136166,0,0,0,0,0,0,0,0,0,0,0,0,2
1,161,0.755875867566463,-0.058850261279802,0.248429297310722,-0.222677388532848,-0.137700373719951,0.0095827827683504,-2.10104416992407,0.0378324646874865,0,0,0,0,0,0,0,0,0,0,0,0,1
2,161,0.49787980607511,0.0312952858571003,-0.0794337925875297,-0.142510366333059,-0.386585308586439,-0.0206443947320128,-2.89427339009954,0.00693128548614932,0,0,0,0,0,0,0,0,0,0,0,0,1
3,161,-0.422952389285159,0.101198009833042,0.156146625728971,-0.142115589116774,-0.227903782345613,-0.00850212595839333,-1.76093587618679,-0.00111472232963233,0,0,0,0,0,0,0,0,0,0,0,0,1
1,162,0.467695611410671,0.194453288711711,-0.156693456520195,-0.0437698827651332,0.160396438398907,0.012169216103968,-2.90750741014374,-0.206913339237992,0,0,0,0,0,0,0,0,0,0,0,0,7
2,162,0.618021907097621,0.0671720708925619,0.482117580879187,-0.0165810873372182,-0.239532173442895,-0.00669332921277405,-3.32101118379713,0.0638561093846304,0,0,0,0,0,0,0,0,0,0,0,0,7
3,162,-0.077407682588432,-0.0776436500259656,0.241676257535283,0.100903846808315,0.119374649810809,0.0129233214651696,-1.98628902229181,-0.223030236553477,0,0,0,0,0,0,0,0,0,0,0,0,7
1,163,-1.29355471235753,0.0492323717999646,-0.560241923546279,0.139169748164239,-0.224569713840221,0.0105833356272503,0.696759342310457,-0.0146549778473628,0,0,0,0,0,0,0,0,0,0,0,0,8
2,163,-1.42313234799105,0.00374557413485389,-0.528489251685412,0.154278540407532,0.125502446700759,0.0187818509498808,1.42734739586831,-3.94079059306135e-05,0,0,0,0,0,0,0,0,0,0,0,0,8
3,163,-1.02396629567054,-0.0335595858995736,-0.731062907920305,0.152211967145674,-0.0717867763791968,0.0192596846057466,1.29175666094227,0.0196568635679167,0,0,0,0,0,0,0,0,0,0,0,0,8
1,164,2.67352445757452,-0.0344135984655243,0.785340810603944,-0.0491145120135887,0.26719086861804,0.00895926406254496,-0.741567515963013,0.106420136746087,0,0,0,0,0,0,0,0,0,0,0,0,8
2,164,0.533259826348581,0.253132105500671,0.0332957535047536,0.0749062865698915,-0.336139515772826,0.0291029748173569,-0.478572704890553,-0.0717055967865473,0,0,0,0,0,0,0,0,0,0,0,0,8
3,164,0.440379705801309,0.151700150199422,0.122388532104884,0.365458586424188,-0.124840432932215,0.0156551786813251,-2.05132587547786,-0.017695564139478,0,0,0,0,0,0,0,0,0,0,0,0,8
1,165,0.100738689798369,0.10276443223037,0.566366335887806,0.160158962054242,-0.327715399870234,-0.0136971863091411,-2.2169731430333,0.0511036611987044,0,0,0,0,0,0,0,0,0,0,0,0,10
2,165,1.10274179574083,0.101134843041582,1.49322710213657,0.132463702449876,-0.0735454689658743,-0.0312293181543375,0.0144086239033925,0.00953416900676859,0,0,0,0,0,0,0,0,0,0,0,0,10
3,165,0.164442165068679,0.243882802860795,-0.166861192317427,0.19039719681131,-0.434149256919522,-0.00496796207331771,0.894190077238164,0.128925092525123,0,0,0,0,0,0,0,0,0,0,0,0,10
1,166,-0.925820596220935,-0.103102195097856,1.04009265658034,-0.0689115899602987,0.521043895721785,-0.0121777695868389,2.62921124383642,-0.00873232487490586,0,0,0,0,0,0,0,0,0,0,0,0,5
2,166,-1.03055866335607,-0.143643597397437,0.993727828925879,-0.075349581543408,0.105535285487996,0.00634217596439698,0.903144286806466,-0.0188193025440206,0,0,0,0,0,0,0,0,0,0,0,0,5
3,166,-0.00461272313096828,-0.29613809031408,1.30696843382698,-0.0620329473593648,0.358133017011985,-0.00949416275870014,3.19838569927518,-0.0547538416122314,0,0,0,0,0,0,0,0,0,0,0,0,5
1,167,0.674215913530088,0.0361357425403427,-0.0502157421059586,0.00966187106547281,-0.357227802172918,0.0307638469078208,2.90563084274197,0.102727026549458,0,0,0,0,0,0,0,0,0,0,0,0,8
2,167,0.606765944164034,-0.123511730231268,-0.384345575402451,-0.000539014194735093,-0.0826792642414693,0.0102786060762847,4.72333121401826,0.0568799581718444,0,0,0,0,0,0,0,0,0,0,0,0,8
3,167,0.967272509717251,0.0244736962757913,0.588449091585126,-0.247999835901879,-0.410701438743507,-0.0117701820379946,0.627160355400491,0.0961089347916277,0,0,0,0,0,0,0,0,0,0,0,0,8
1,168,0.101446436299721,0.164824722129853,2.44538143060117,-0.0540420928543411,-0.290856168535766,-0.00775282000823317,1.8788039362658,-0.0013046638793177,0,0,0,0,0,0,0,0,0,0,0,0,1
2,168,0.69549718379167,-0.11367086091254,1.85574207135556,-0.0450678560607239,-0.463446163899786,-0.00622607291138251,-3.41383950918825,0.0558051814757651,0,0,0,0,0,0,0,0,0,0,0,0,1
3,168,-1.93438306845469,0.0717185402799713,2.71669322624255,-0.123312243159274,0.0405100666130354,0.00933464633730393,1.75578586397123,-0.0641192747326796,0,0,0,0,0,0,0,0,0,0,0,0,1
1,169,2.74087011638409,0.18824054098708,2.67987596580804,-0.0387729625645729,0.310115730756168,0.0221060528394418,1.8764505665408,-0.0106399299875335,0,0,0,0,0,0,0,0,0,0,0,0,12
2,169,-0.176183961358257,0.0380531503229434,1.83285098807896,0.17167906418704,0.11517818956364,0.00867977915166594,-3.11889981251407,-0.0752918958559075,0,0,0,0,0,0,0,0,0,0,0,0,12
3,169,0.763421673949455,0.0161587127789141,0.50924160103654,0.129932064490807,-0.235630967796028,-0.00975833099100662,-4.17448772381233,0.0599621566890099,0,0,0,0,0,0,0,0,0,0,0,0,12
1,170,-0.200087795772515,0.0105029185218991,0.249418802985527,0.138389017897504,0.0209489474871498,-0.00434230780775143,-0.931097559820643,-0.0677477562829184,0,0,0,0,0,0,0,0,0,0,0,0,11
2,170,0.960773007935198,-0.0493102686593486,0.134262472784743,0.196934477904612,-0.0469721664513223,-0.00217465550111897,-2.67795555207489,0.0277048559400105,0,0,0,0,0,0,0,0,0,0,0,0,11
3,170,1.40314424691456,-0.0217724465031438,1.34044003163963,0.0272475529214881,-0.256593653242187,0.00781487850052047,1.48762246232731,0.0193943294083826,0,0,0,0,0,0,0,0,0,0,0,0,11
1,171,2.69614601344733,0.0625688984733938,0.38448337767361,-0.0182891418832846,-0.124193772786776,0.0102568639363853,-2.01348336126156,0.165592139811606,0,0,0,0,0,0,0,0,0,0,0,0,13
2,171,2.20757937645792,0.0785944662217613,-0.161033626070776,0.296048995130888,0.378515322079212,0.022879984629255,-0.953837263611831,0.0936328576684844,0,0,0,0,0,0,0,0,0,0,0,0,13
3,171,1.67500574675515,0.252582814804538,0.663828911865726,-0.177424214610214,0.316342350231223,0.0191315420650949,-2.38084020913836,-0.0205611169151746,0,0,0,0,0,0,0,0,0,0,0,0,13
1,172,-1.76474816991906,0.105106807993292,0.616356318929853,0.0790261374096387,0.373674631765597,-0.0165401437492198,-2.56621168732445,0.0921192334553769,0,0,0,0,0,0,0,0,0,0,0,0,12
2,172,0.32574316837404,-0.0303484677921344,0.543056428445858,0.0613091080499853,0.565067634649187,0.00696571193902158,-3.81685069379014,0.124894491486294,0,0,0,0,0,0,0,0,0,0,0,0,12
3,172,-0.971046028032655,0.0907007647959976,0.417173026601316,0.0832628940488998,0.132356586103835,0.0198343307834963,-1.57657431554875,0.0794170614420845,0,0,0,0,0,0,0,0,0,0,0,0,12
1,173,-0.208993806286309,-0.158317421067066,0.273394899488081,0.0745127490926139,0.248370577502302,-0.00180852678617365,4.29574408259127,-0.17545118467556,0,0,0,0,0,0,0,0,0,0,0,0,4
2,173,0.443212183534365,-0.0613107939967937,0.505366938364729,0.0178935712510706,-0.0394627510698378,-0.0152897476732099,1.73971841641189,-0.056548284800516,0,0,0,0,0,0,0,0,0,0,0,0,4
3,173,0.369917348857225,-0.0253832210937875,0.366030945583245,0.00796751788957747,-0.420825289099729,0.011261020158316,0.0890664423851319,0.0374478475358353,0,0,0,0,0,0,0,0,0,0,0,0,4
1,174,0.422469538510598,-0.174785037053392,-0.156089009578664,0.0201412345039139,0.0234301326778787,0.00755613737994992,-0.664472030364195,0.0856952553298003,0,0,0,0,0,0,0,0,0,0,0,0,0
2,174,0.452299976318685,-0.0855865916919369,-0.643482980611654,0.096738331333727,-0.0394982476781012,0.00487672968942036,0.5118846517381,0.101876741363119,0,0,0,0,0,0,0,0,0,0,0,0,0
3,174,0.127522460537826,-0.116679816144913,0.0384489922686839,0.143257630796008,-0.160834279666311,0.0411835860240332,0.270602227054823,0.112288571085168,0,0,0,0,0,0,0,0,0,0,0,0,0
1,175,-0.00569947381927438,-0.073169695041032,0.526265609276193,0.274816523671277,-0.0346640648650522,-0.000525566269671058,-1.86311047032218,-0.0492311134601725,0,0,0,0,0,0,0,0,0,0,0,0,1
2,175,0.621838384543657,-0.0562442463143578,0.695289832327796,0.156467998870429,-0.169876965246417,0.0100178772986599,-4.04277396380589,-0.128697767703312,0,0,0,0,0,0,0,0,0,0,0,0,1
3,175,-1.19192708576144,-0.0209481111782349,0.415285505561413,0.332561119165414,0.129199015081372,0.0349069536329137,-0.537511496275684,0.0746967708870605,0,0,0,0,0,0,0,0,0,0,0,0,1
1,176,-0.313853942738779,-0.054820174355144,0.628850667877102,-0.146107923748241,-0.0148564529045094,-0.0178439965025136,3.62805934231451,0.165097472746601,0,0,0,0,0,0,0,0,0,0,0,0,8
2,176,-1.59055049022733,0.000602462020717856,0.0401293332129296,0.0676147204202786,0.135839486025246,-0.00122364622074695,1.55215772582555,0.114605092032597,0,0,0,0,0,0,0,0,0,0,0,0,8
3,176,-0.940008161466349,0.00943045055641215,-0.00736798210750234,0.0204314862830175,0.299670961964422,-0.00859470536900686,1.23687400835847,0.132319150328166,0,0,0,0,0,0,0,0,0,0,0,0,8
1,177,1.0561056219142,0.0349786137053192,0.986244189227766,-0.233557994116753,0.51393758567062,0.00655479216747193,-1.67786819542255,-0.00800659239117784,0,0,0,0,0,0,0,0,0,0,0,0,4
2,177,-0.919351722309194,0.0358858310751919,-0.254475591406481,-0.184442973006885,0.220950080667656,0.004931910060269,-4.24726604262763,-0.169611695482744,0,0,0,0,0,0,0,0,0,0,0,0,4
3,177,-0.980694783847252,0.168137615569724,-0.23204827952345,-0.183056040414404,0.563381428614702,0.0150695066661646,-2.23083236732393,0.0747578522041972,0,0,0,0,0,0,0,0,0,0,0,0,4
1,178,1.51571066924768,0.0189876393215953,-0.131735963145071,-0.066417964938572,0.274246447759108,-0.00576229348647295,1.02909833716879,-0.146669171893538,0,0,0,0,0,0,0,0,0,0,0,0,4
2,178,0.681249533746772,0.122357693370551,-1.4278454982013,-0.0102267238271768,0.020596530319863,-0.0337009519697392,1.4056881848512,-0.115248118921178,0,0,0,0,0,0,0,0,0,0,0,0,4
3,178,1.32817596283002,-0.00495971022384517,-0.700919663598811,0.0989443169649391,-0.159023889474632,0.00555328839559202,0.0650552439372376,0.185537153007353,0,0,0,0,0,0,0,0,0,0,0,0,4
1,179,-0.06897041817325,0.0394299452833114,0.984479347505733,-0.135036600701798,-0.13208591736938,-0.00840714766475762,2.03948226263314,-0.0190418191365437,0,0,0,0,0,0,0,0,0,0,0,0,10
2,179,-1.31918867237879,-0.0184235578111548,0.189280330541341,-0.0151811749567314,0.0935153337547199,0.00367372707769286,-4.36958881000251,-0.0606682619230273,0,0,0,0,0,0,0,0,0,0,0,0,10
3,179,0.675593048045664,-0.057176988998495,0.906622466350633,-0.0807494198013583,-0.179008176004357,-0.0361106470357187,-1.97742420644737,0.0568858143983677,0,0,0,0,0,0,0,0,0,0,0,0,10
1,180,-0.664602190636066,0.0189319617621681,-0.27726659340653,0.0901348808477589,-0.0881790296094751,0.00373714290772189,2.34049967700862,-0.0866494647458736,0,0,0,0,0,0,0,0,0,0,0,0,8
2,180,-0.994208344890044,-0.00957198978246025,0.662634744744221,0.0513836587774078,0.0901748005311234,0.00282374634336629,0.924722749575167,-0.0303749047602786,0,0,0,0,0,0,0,0,0,0,0,0,8
3,180,-0.435946016588441,-0.0143390747201647,0.703904249643228,0.0597412181453396,0.22405887592639,0.0198245259392027,0.707688711829022,0.0132734388847475,0,0,0,0,0,0,0,0,0,0,0,0,8
1,181,0.393216746072319,0.0290905088345529,1.12255813961681,0.190865026377971,-0.151755521106385,0.0118401799005645,-0.0414848255650782,-0.0705912893642652,0,0,0,0,0,0,0,0,0,0,0,0,8
2,181,0.173517867900769,0.151220880473604,0.778747963878144,0.2243620243529,-0.168331770547181,0.0029389038644737,-1.69744813869194,0.105224527428214,0,0,0,0,0,0,0,0,0,0,0,0,8
3,181,0.491190246146554,0.0592666676274671,0.528478056361937,0.173886290457718,-0.174765945848877,-0.00672685258856523,-0.146876857801985,-0.177533902155815,0,0,0,0,0,0,0,0,0,0,0,0,8
