rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2,score4C
3,45,2.08459464980889,-0.248363907442102,0.18260348571186,-0.144296710094785,0.0942258690287074,-0.0052669753144909,1.27070356442793,0.00273475290729157,0,0,0,0,0,0,0,0,0,0,0,0,5
1,46,-0.295939316288748,-0.0323445640523219,0.87237458840079,0.0723551627740049,-0.0291937243470013,-0.0287766609406733,5.02166000297842,0.184022269244762,0,0,0,0,0,0,0,0,0,0,0,0,1
2,46,-0.654311461265054,-0.0176020889095158,0.649598008644301,0.0706799558321587,-0.0745994643495642,0.00833946832499,-0.244835339607789,-0.099287487784709,0,0,0,0,0,0,0,0,0,0,0,0,1
3,46,0.299858061116964,0.0244781848036051,0.541336900683015,-0.0599138441175444,0.00909456778401641,-0.00391772037742708,0.080502086716308,0.0707034115647739,0,0,0,0,0,0,0,0,0,0,0,0,1
1,47,1.09648592954371,-0.0496258028665844,0.349882243149215,0.15912984641128,0.0399522647271766,-0.0310891678276333,0.139050742001047,0.110432272430074,0,0,0,0,0,0,0,0,0,0,0,0,3
2,47,-0.237753086479588,0.0904962979010397,0.591426908448707,-0.0205006613505522,0.532113786686448,-0.000390934025123369,1.16654710239862,0.136604299178383,0,0,0,0,0,0,0,0,0,0,0,0,3
3,47,-0.217335243496139,-0.0473760997093407,0.0718192917681222,0.239937851792679,-0.233213221310113,-0.0344215080073555,-0.849836930255577,0.117489411176723,0,0,0,0,0,0,0,0,0,0,0,0,3
1,48,-1.52596283680077,-0.107683490366724,0.336492037112349,-0.163147837359693,0.335904937567892,0.034240486068675,-5.48981798840559,0.174058732632885,0,0,0,0,0,0,0,0,0,0,0,0,4
2,48,-0.574195331861919,-0.00883003096175543,0.588904294960789,-0.19754538697225,0.329975940256191,0.0149520177643406,0.497370836866864,0.0254916994342128,0,0,0,0,0,0,0,0,0,0,0,0,4
3,48,-1.07443689431563,-0.0292252841445574,0.652738446953807,-0.308942483249042,0.0713262979267038,0.0155324345485489,-1.4021421494017,-0.051164636920749,0,0,0,0,0,0,0,0,0,0,0,0,4
1,49,-0.221911789102101,-0.0260932068414398,-0.436904135342198,-0.102644327408953,-0.246119729367792,-0.0149567551333805,5.72357048456007,0.0871723237145203,0,0,0,0,0,0,0,0,0,0,0,0,12
2,49,-1.22649714315222,-0.0225695523033677,-0.373221365940148,0.0313110125436158,0.314030620174496,-0.0186089033647439,2.66667600395884,0.114876201631802,0,0,0,0,0,0,0,0,0,0,0,0,12
3,49,0.575299551657551,-0.0790559266677956,-1.11800341626343,-0.334203816937903,-0.198629419653114,0.0242243141757797,-0.55758022853739,-0.00258632200092571,0,0,0,0,0,0,0,0,0,0,0,0,12
1,50,-0.997919642383132,0.0247957506017388,-0.0640858543883081,-0.106631736524414,0.0857225110457742,0.021198616809603,-1.02850093183659,0.120058724842593,0,0,0,0,0,0,0,0,0,0,0,0,9
2,50,-0.828596635366459,0.0796388291083535,-0.309818297915872,0.039837404062797,-0.0207292438623137,-0.00647908064637555,2.07937769881609,0.0362603316846426,0,0,0,0,0,0,0,0,0,0,0,0,9
3,50,-0.623661051770895,0.00471859600662825,-0.0994830557308886,-0.00336719917193626,0.204698228208478,-0.0121125073364279,1.21428706952122,0.0361916887697557,0,0,0,0,0,0,0,0,0,0,0,0,9
1,51,-1.37148249000361,0.0632527287315243,0.146008793452221,-0.135854544221397,-0.336759939353631,-0.00216400792501423,0.443425236549373,-0.0446051874886702,0,0,0,0,0,0,0,0,0,0,0,0,4
2,51,0.248319180425104,-0.141744974041987,0.316470719162649,-0.0514225564191825,0.0729160162185476,-0.0191860379811501,1.33698756027182,-0.0181813077715227,0,0,0,0,0,0,0,0,0,0,0,0,4
3,51,-2.01256829638131,0.014102363617007,-0.0526111530011013,0.264523707417032,0.143286118445777,-0.000131927602540461,0.61373665309533,-0.0816457871704767,0,0,0,0,0,0,0,0,0,0,0,0,4
1,52,0.962616471670477,0.0746752786614406,-0.492624542645733,-0.0953688174181622,0.108635369843499,-0.00117802493774984,0.767076309696876,0.123295403344955,0,0,0,0,0,0,0,0,0,0,0,0,7
2,52,-1.09084164507243,-0.123887392502065,-0.367501183447687,-0.116168626343733,0.634853010827151,0.0103044164665686,-2.67248120568942,0.0494528718200788,0,0,0,0,0,0,0,0,0,0,0,0,7
3,52,-1.54283811564799,0.0940177491651034,0.0454822130937211,-0.128014450505281,-0.376590734460721,-0.0320009574081705,2.20790849230438,0.0195296054177118,0,0,0,0,0,0,0,0,0,0,0,0,7
1,53,0.385139220657107,0.0716787777130238,0.407071458000477,-0.17016296297349,0.657715051143771,0.00237630568101552,-0.0217890107764731,-0.10664233862519,0,0,0,0,0,0,0,0,0,0,0,0,3
2,53,0.254590202376876,0.0345594237440875,0.383693895028273,-0.138898559257082,0.378405869278082,0.0110002856799974,-1.57800456229266,-0.120871481170346,0,0,0,0,0,0,0,0,0,0,0,0,3
3,53,0.347186926748032,0.0873900603240561,0.602352431106792,-0.171927916833961,0.27796999829492,0.0204140602135569,-0.73335176705119,-0.065926332640087,0,0,0,0,0,0,0,0,0,0,0,0,3
1,54,0.370527803431472,0.0458962851244483,-0.586807765428199,0.0869946078036408,-0.171294902404467,0.0195049878593267,3.31032867449778,0.045080658573668,0,0,0,0,0,0,0,0,0,0,0,0,3
2,54,0.529291451368496,0.148288839379289,-0.977975442022015,-0.222795353103172,0.133768392863344,-0.0137415654393375,2.67646985584818,0.129007277229693,0,0,0,0,0,0,0,0,0,0,0,0,3
3,54,0.818034578655432,0.0175632226860815,-0.127298021911994,-0.394839941279933,-0.63836966298383,0.0262506704174695,1.47350454994618,-0.109211431402644,0,0,0,0,0,0,0,0,0,0,0,0,3
1,55,0.375976303667454,-0.115837425020904,-0.631614841262384,0.0768534071653804,0.180186332030204,-0.0142932048238267,-0.800836754102676,0.0534494115432541,0,0,0,0,0,0,0,0,0,0,0,0,10
2,55,-0.163174360730527,-0.143840501994509,-0.149035094764377,0.0773004545251745,-0.0318430384239718,0.0047602783568966,0.723393011246358,0.0823401879822178,0,0,0,0,0,0,0,0,0,0,0,0,10
3,55,0.491043438402021,-0.231289705096151,-0.0706056036782154,0.0728941351400978,0.0670529350312998,0.0141958664359002,-0.464585280696468,-0.0855238598938613,0,0,0,0,0,0,0,0,0,0,0,0,10
1,56,-1.20897190141474,0.0388280945869325,-1.81505857003624,-0.00996234596707729,-0.0544053962056763,0.000338713956277232,-0.335240782560163,-0.25240925952419,0,0,0,0,0,0,0,0,0,0,0,0,1
2,56,0.853155630640121,0.0739415866051605,-1.70256270900707,0.0573089306613213,0.0225609934641851,-0.00377968366210992,0.271489366441955,0.032943312131201,0,0,0,0,0,0,0,0,0,0,0,0,1
3,56,-0.453292148215764,0.0347374816447491,-0.706037227118637,-0.1564266718271,-0.398285297151392,0.0422604970892543,-1.63873106777294,0.0119887258876491,0,0,0,0,0,0,0,0,0,0,0,0,1
1,57,0.667319237771423,-0.144847542156643,-0.121820454540744,-0.0852021968738661,-0.0744474059367928,-0.00235364805099828,-0.541133069828831,0.143151411319053,0,0,0,0,0,0,0,0,0,0,0,0,8
2,57,-1.28185131925476,-0.133401178659967,0.202138385254989,-0.0753668787836247,0.533775002238079,-0.0349575117354378,-3.34501976590902,0.0743238906950145,0,0,0,0,0,0,0,0,0,0,0,0,8
3,57,1.67346955199233,-0.149481086596363,-0.10887281267447,-0.134499643545127,-0.23414159265624,-0.00477491684597877,1.68574046490113,-0.154599947385975,0,0,0,0,0,0,0,0,0,0,0,0,8
1,58,0.36979981287276,-0.130139593738108,0.183863179007481,-0.20523058778392,0.316540688999584,-0.0193540345271768,-0.146928912746688,-0.126904463701365,0,0,0,0,0,0,0,0,0,0,0,0,6
2,58,-0.266904032876313,-0.0333722392836997,0.344637010145219,-0.162008135344077,-0.067969878236684,-0.0163676763240567,-0.266097303796442,-0.115550515557494,0,0,0,0,0,0,0,0,0,0,0,0,6
3,58,0.507348460579617,-0.0695303007661794,0.544626167243867,-0.184227491742359,0.129205208488698,-0.0133212915120403,0.586110372274405,-0.125397770508724,0,0,0,0,0,0,0,0,0,0,0,0,6
1,59,1.25248139062602,0.123338526018178,-0.417520432127726,-0.131036713589271,-0.172269645654833,-0.00642625415271517,0.358611538496532,0.0830468774387779,0,0,0,0,0,0,0,0,0,0,0,0,1
2,59,0.80106610800735,0.0550540532371673,-0.349046497141626,-0.0310301355507384,-0.3503606547262,-0.0280932061245153,-0.0748194231181429,-0.104725365623198,0,0,0,0,0,0,0,0,0,0,0,0,1
3,59,1.02687519926618,-0.13192431444826,-1.03947535303185,0.042919037220213,-0.0336983889070126,-0.0127595331129235,-0.830269352295275,0.00696615608016923,0,0,0,0,0,0,0,0,0,0,0,0,1
1,60,-0.687429087867718,0.120070492428175,0.318156568920139,-0.139423329199684,0.0441081923241953,-0.0346516992091174,-0.928533034961788,0.241436457455396,0,0,0,0,0,0,0,0,0,0,0,0,7
2,60,0.759702193382598,0.0162065916211941,0.12093281346685,-0.112615696317075,0.23424895659782,-0.00409805772169371,0.543201198733584,-0.0234782742767484,0,0,0,0,0,0,0,0,0,0,0,0,7
3,60,0.796367774073758,0.0697113887737,-0.604077261497458,-0.0624693799832936,0.0202002942988404,-0.0415520333119577,1.58004137573491,0.0292426501248449,0,0,0,0,0,0,0,0,0,0,0,0,7
1,61,-0.162304728578928,-0.04390529721206,-2.60609150652812,0.145497966549393,0.0429652374040153,0.0103436710853551,2.86874464172249,0.0730587873069102,0,0,0,0,0,0,0,0,0,0,0,0,8
2,61,1.94069473169015,0.0436196889777385,-1.48749658446154,-0.177236375617943,-0.0804005645956725,-0.0217548318503033,1.91559604201586,-0.0243128473944962,0,0,0,0,0,0,0,0,0,0,0,0,8
3,61,0.576239993961513,0.0168154288366673,-2.20580806113459,0.0647220295674933,0.0108326931952725,0.0123688273328036,1.91769804226576,0.0352641653786799,0,0,0,0,0,0,0,0,0,0,0,0,8
1,62,1.28375883063505,0.0285632221543504,0.74379187387445,0.0957103779622098,0.200841664545451,0.00701374642754558,-2.42967370931134,-0.0473264847314793,0,0,0,0,0,0,0,0,0,0,0,0,11
2,62,1.9326416771421,0.160706938963608,0.889286845661933,0.0535797241312791,0.0801813933124889,0.0117481873276807,-1.19106307882602,0.00913680378569048,0,0,0,0,0,0,0,0,0,0,0,0,11
3,62,1.06516949514495,-0.0122567960590448,0.700085034583443,0.246609370046895,0.319275862580215,-0.00810181201559761,-2.6635359142953,-0.103774367953505,0,0,0,0,0,0,0,0,0,0,0,0,11
1,63,-1.88360136460793,0.0963491760261647,-0.711092964558879,-0.122341511235869,-0.678312481080263,0.0221999368043157,-1.81736516243627,-0.0148120734696557,0,0,0,0,0,0,0,0,0,0,0,0,10
2,63,-0.172691642934959,0.0169656027700836,-0.769435318403098,-0.104367506681449,0.21218707328882,-0.0352872496637591,4.96098258454498,0.00250966431722062,0,0,0,0,0,0,0,0,0,0,0,0,10
3,63,-0.318393510680338,0.0257779483579815,0.21156481589561,-0.388476911855539,-0.403423575677734,0.0148618252672231,0.440623715242864,-0.0281230576540179,0,0,0,0,0,0,0,0,0,0,0,0,10
1,64,0.399782655091709,-0.0549509107049512,0.197007400126811,-0.00136863642356586,0.00474485398407865,0.0287287276731687,-2.3364085965904,-0.148323558247687,0,0,0,0,0,0,0,0,0,0,0,0,11
2,64,0.194232924933079,0.0838759160677632,1.1001895357595,-0.00279673703215003,0.456182383038482,0.0353568230307071,-3.86005101965499,0.0271333182726984,0,0,0,0,0,0,0,0,0,0,0,0,11
3,64,-0.0370721008437673,0.0645196511516276,0.574136825985983,0.0956191834402794,0.153309032946723,0.0116027734800563,0.274307880761896,0.060153041677434,0,0,0,0,0,0,0,0,0,0,0,0,11
1,65,0.64340448658814,0.0301893323562345,2.8571918873764,-0.176478671793951,-0.135855323091891,-0.00529963963414759,0.99260177045791,0.160688006232674,0,0,0,0,0,0,0,0,0,0,0,0,8
2,65,0.385443458190458,0.220263319125362,2.50609588578974,-0.133391985534603,-0.122195360158175,-0.0262204460533743,-0.179728317551081,-0.0615243202592451,0,0,0,0,0,0,0,0,0,0,0,0,8
3,65,0.558058618136288,0.122566497334062,2.96782948040492,-0.136433613633494,-0.51110145852175,-0.0232573066165576,-1.20130804680262,0.0751595627463647,0,0,0,0,0,0,0,0,0,0,0,0,8
1,66,0.0282847636132884,0.0196405258650125,0.826921630791175,-0.0026667101137903,0.0367567280390197,-0.00462240237173158,1.59239280324189,0.146765077719087,0,0,0,0,0,0,0,0,0,0,0,0,8
2,66,-0.548277765685891,-0.0771016795395572,0.360828114692735,0.211740750769368,-0.157672700687014,-0.00440274476504625,3.56929942501993,0.279347002365838,0,0,0,0,0,0,0,0,0,0,0,0,8
3,66,0.24596664909587,-0.0917965328004662,0.681511840315488,-0.0201335523965008,-0.200100783418866,-0.0255561556821329,0.376768344300558,0.00270023664739108,0,0,0,0,0,0,0,0,0,0,0,0,8
1,67,-0.215638916919474,-0.0551272330064743,2.27502419510652,-0.076184295291374,0.154982263891699,-0.00830301725594873,-0.686984799377413,0.0675928028256268,0,0,0,0,0,0,0,0,0,0,0,0,6
2,67,0.490118999074171,-0.0857973958415425,2.59944369596901,-0.106332096166472,-0.0331111222558187,0.00322976771294559,1.42754974591271,0.0635796793199098,0,0,0,0,0,0,0,0,0,0,0,0,6
3,67,-0.2055952833108,-0.0260959928050132,1.10876334070233,-0.0199995241203198,-0.0805076599561412,-0.00307097917797291,-0.0265936744731476,0.166147704590235,0,0,0,0,0,0,0,0,0,0,0,0,6
1,68,-0.27339798957112,-0.0462502262404468,-0.458565745776091,-0.0613741178206798,-0.561579108368309,-0.00321976551428263,-1.16927789741217,-0.10333476148348,0,0,0,0,0,0,0,0,0,0,0,0,5
2,68,0.0319524709391867,-0.10842706993579,-0.444309553817867,-0.12689425092816,0.316583836011597,-0.00359017138776184,-1.17395928847384,0.0247932366598854,0,0,0,0,0,0,0,0,0,0,0,0,5
3,68,-2.26000366679211,-0.0412451140315705,-0.198251852491775,0.0685985050360539,-0.000653332175208021,-0.0158848373678955,0.188529684320244,-0.0209727287426356,0,0,0,0,0,0,0,0,0,0,0,0,5
1,69,-1.18683463622628,-0.00927240647955461,-0.0599891669576849,-0.0929051694903878,-0.417992423944616,-0.0308848103716203,-3.3499231498478,0.0391035794106144,0,0,0,0,0,0,0,0,0,0,0,0,2
2,69,-1.22203266943437,-0.13039375877086,0.496737204349104,0.0261720146005426,-0.100578678270883,0.020125517021238,-0.757631960489817,-0.00250336930707864,0,0,0,0,0,0,0,0,0,0,0,0,2
3,69,0.102575543896458,-0.0788923825592286,-0.502453407939455,0.0465156025611028,-0.15221183596648,-0.00509369809561312,0.262607921193634,0.0405655288006959,0,0,0,0,0,0,0,0,0,0,0,0,2
1,70,-0.0241969090624004,-0.076512119565299,0.499536821924316,-0.0257847446418047,0.0929734233144046,-0.0044784735274596,-1.636095301388,-0.0522606924999182,0,0,0,0,0,0,0,0,0,0,0,0,7
2,70,-1.52382971828629,0.142768717603095,0.465725841741353,-0.0371453731595441,0.236134553206234,-0.00126582018637302,1.77147353157716,-0.0529693494445397,0,0,0,0,0,0,0,0,0,0,0,0,7
3,70,-0.680990687346757,0.042301975967931,0.489566349088438,-0.0697739626784672,-0.0137122397117286,0.00701210663528073,-1.08278999687494,0.115676266059225,0,0,0,0,0,0,0,0,0,0,0,0,7
1,71,1.30251238076497,0.0508735090169867,1.08267196784022,-0.109182494236291,-0.468054791521889,-0.0112531336626029,-1.24215092932045,-0.149132108689726,0,0,0,0,0,0,0,0,0,0,0,0,7
2,71,1.63762041348441,-0.0342701682811643,1.18559625165798,-0.161520299393421,-0.408566842838963,0.00995223249848837,0.104481660942326,0.163740712321153,0,0,0,0,0,0,0,0,0,0,0,0,7
3,71,1.08802303533825,-0.044171794820021,0.300249159986406,-0.00330453786841078,-0.0123149339151993,-0.0163311934257484,2.10421983962985,-0.0121531676300247,0,0,0,0,0,0,0,0,0,0,0,0,7
1,72,1.82602293856373,-0.022624810742373,1.01777974463446,0.229095073840158,0.1633920621446,0.00488855347988652,5.28073558353211,0.0159551766113503,0,0,0,0,0,0,0,0,0,0,0,0,7
2,72,1.08983053535002,0.0724745566270248,1.34890004871643,0.251206863576396,-0.315972656793079,0.0188375519729083,2.39296261345453,0.0989886615679121,0,0,0,0,0,0,0,0,0,0,0,0,7
3,72,-0.0309737488730688,0.0525314517663643,1.81205396832221,0.115687973340196,-0.357663352021272,0.00862938901671622,3.12914084537071,0.0447829360498637,0,0,0,0,0,0,0,0,0,0,0,0,7
1,73,-0.714084945283942,0.0409110642429078,-1.47791277520048,0.126278782467311,-0.215172570630211,-0.00936932797266405,-0.962063681056634,0.0318731439940676,0,0,0,0,0,0,0,0,0,0,0,0,7
2,73,-0.228652883403189,-0.0574865148472885,-1.29520303949327,0.0582375796778325,-0.390386814147687,-0.0241919903173825,0.862048226038056,0.0428797870365903,0,0,0,0,0,0,0,0,0,0,0,0,7
3,73,-0.207074498227286,-0.046868500253685,-1.6003009637109,0.229320837328217,-0.208853311789709,-0.020476611840145,0.639820266955041,-0.151691123224233,0,0,0,0,0,0,0,0,0,0,0,0,7
1,74,0.39686063933998,-0.0822515884818648,0.695987317233927,-0.0389041804338555,-0.242483120507652,0.00915316184576236,-2.65546001713687,0.0984860344433143,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74,-0.541335358714736,-0.0678160436386694,1.06236044585569,-0.615117934485865,-0.540560165611035,0.0396328201752348,0.13162295957882,0.0103206738553809,0,0,0,0,0,0,0,0,0,0,0,0,0
3,74,1.48365252849216,0.0228905620661842,-1.00440397452477,-0.107867227162162,-0.295450078580098,-5.15437717800056e-05,1.65475902499637,0.0887181640875921,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,0.822602091786112,-0.0186649822388328,-0.544786778006169,-0.0443551775993813,-0.20081900819874,0.00136904845982114,1.71152193629634,0.184893128713679,0,0,0,0,0,0,0,0,0,0,0,0,3
2,75,-0.0412135311000279,-0.121997891156303,-0.441080239857717,-0.0470431642398332,-0.265608915032441,-0.000201735758801742,-2.06164002997795,-0.0852418050155102,0,0,0,0,0,0,0,0,0,0,0,0,3
3,75,0.457899374887778,0.104570935831156,-0.451527052568008,-0.0456259301792356,0.038886883650223,-0.0119468214477018,1.70192005348255,-0.129002695171386,0,0,0,0,0,0,0,0,0,0,0,0,3
1,76,-0.435492152891695,-0.000549281935375678,-0.781916770121195,-0.0669855286484271,-0.281219017852276,-0.022090095232057,-0.962254094819272,-0.00813793361875277,0,0,0,0,0,0,0,0,0,0,0,0,5
2,76,0.141710251448023,-0.0250820927191757,-1.30398714135503,-0.0050401916257107,-0.28771249233322,-0.00246962818183597,-1.50885334410381,-0.0499125647333882,0,0,0,0,0,0,0,0,0,0,0,0,5
3,76,1.06449443889985,0.143844918248126,-1.09637859688895,0.04473663624233,-0.0644674619340062,0.0200234546551563,0.475526719452176,-0.0430887136678391,0,0,0,0,0,0,0,0,0,0,0,0,5
1,77,1.29573188435386,-0.0962925658030666,0.5734039832076,-0.146415219756779,0.478324725988693,-0.0243150046633411,0.728868900330369,-0.020199203093725,0,0,0,0,0,0,0,0,0,0,0,0,10
2,77,1.51001654768721,-0.0664765785077941,0.0883093096710992,-0.105705441054859,0.437923329596476,-0.0233957551286625,2.83953223621941,-0.0386964159038502,0,0,0,0,0,0,0,0,0,0,0,0,10
3,77,0.853210651210824,-0.0463482276231215,-0.0714070305775429,-0.109862844453238,0.318191230060638,-0.0103816044042765,0.118111375273969,-0.0145140387115894,0,0,0,0,0,0,0,0,0,0,0,0,10
1,78,1.25837637215371,-0.0630748637739688,0.3245177578802,-0.122776173857667,0.172589868728799,-0.0151731499009567,1.4885180910298,-0.129457216558542,0,0,0,0,0,0,0,0,0,0,0,0,12
2,78,0.909916939647688,-0.063631216635938,0.272355490295896,-0.10360482903809,-0.22195720146867,0.0231726844341064,1.26921345283976,0.0986758106369578,0,0,0,0,0,0,0,0,0,0,0,0,12
3,78,-0.588070174335634,-0.00591871895922242,0.980492764331522,-0.135832113755249,0.458893241342748,-0.0115637572363383,-0.887775264776948,0.0720010666140085,0,0,0,0,0,0,0,0,0,0,0,0,12
1,79,0.22124504431916,-0.0513200938102325,-0.356710920689278,-0.136870937532395,-0.259803246077871,-0.0117786470907083,2.36938391414567,0.00714244172389952,0,0,0,0,0,0,0,0,0,0,0,0,5
2,79,-1.77664111248917,0.0136812611591864,-0.585880389875935,-0.231035717808809,-0.328338360467862,-0.000712218374999922,0.640215930462674,-0.154285341570182,0,0,0,0,0,0,0,0,0,0,0,0,5
3,79,-0.332074865333243,0.0765047103483974,-0.267786697048237,-0.0167274125602964,-0.103890152117799,0.0161488165508416,2.64137382811857,-0.128804374893442,0,0,0,0,0,0,0,0,0,0,0,0,5
1,80,-0.635808523343423,0.0420436156014324,-0.36203803096407,-0.154748450002888,-0.637833253099219,0.00959414497423296,-2.64218144091473,0.0727652072968569,0,0,0,0,0,0,0,0,0,0,0,0,7
2,80,-0.271187490581887,0.0205235465680872,-0.083722182980261,0.1051274234743,0.0871640049233857,0.000608639279122084,1.57493850058925,-0.134580031319867,0,0,0,0,0,0,0,0,0,0,0,0,7
3,80,-0.800044662130828,0.0306503451527689,-0.49516815362022,0.00111380970361086,-0.323585948912298,0.0167347520310598,1.94748927228139,-0.0530365412894916,0,0,0,0,0,0,0,0,0,0,0,0,7
1,81,1.12705963970612,0.0599202923935233,-0.884568477077704,-0.0659350425092622,-0.068881661223041,-0.0110994160929046,-0.55936570532603,0.0149869286365925,0,0,0,0,0,0,0,0,0,0,0,0,12
2,81,0.491910410636418,0.162204485410574,-0.0892843623690354,-0.0968378753221511,0.0377850949558072,-0.00338173192755001,1.01696425070898,-0.0142184894104057,0,0,0,0,0,0,0,0,0,0,0,0,12
3,81,1.08335297093794,0.105607057290669,-0.164505756543445,-0.135385960456014,0.0659711591521965,-0.00250549559921292,-0.458801260276772,-0.0786716759341868,0,0,0,0,0,0,0,0,0,0,0,0,12
1,82,-0.229317429926906,0.161518197704907,0.384558577209455,0.0358701210832681,-0.12194270621703,0.00195678215547628,-1.3905989490417,0.0572102192182283,0,0,0,0,0,0,0,0,0,0,0,0,6
2,82,0.0559348012634562,0.0290302011905747,0.374344101001465,0.0218162459242316,0.0713325982448225,0.0251736643015559,-0.145015253010229,-0.149558614122175,0,0,0,0,0,0,0,0,0,0,0,0,6
3,82,0.103026018023564,0.0658930807247012,0.475517248212991,0.0177081207537945,0.303460509266626,-0.0197316542371399,-1.82069946459315,-0.0453390925417788,0,0,0,0,0,0,0,0,0,0,0,0,6
1,83,-1.11881443646369,0.225709618103505,-0.796501004738719,0.00353691695229399,-0.0262014960814474,0.021188789271609,0.828451781099503,0.0215528349926204,0,0,0,0,0,0,0,0,0,0,0,0,13
2,83,-1.12944421554219,0.19374300297548,-1.36916902665466,0.0349543431484356,0.337245632677163,-0.0106199587287698,1.60028231157925,-0.143040206782896,0,0,0,0,0,0,0,0,0,0,0,0,13
3,83,-0.0408475544840909,0.165231321279195,-0.498087264907478,-0.0125521942679204,-0.0933772467882266,0.0152729777023013,-1.3897057862771,-0.0526633169109067,0,0,0,0,0,0,0,0,0,0,0,0,13
1,84,-0.1980267799404,0.128813878086699,1.930688138243,-0.0635712409233775,0.548292360642908,0.0112599453163546,-3.22248313024888,-0.0530201957394654,0,0,0,0,0,0,0,0,0,0,0,0,7
2,84,1.56976076588344,-0.0245325892438086,1.76538368116354,0.0901747841345082,-0.131205067031238,0.00917928301245498,-2.07071249152534,0.120592362088331,0,0,0,0,0,0,0,0,0,0,0,0,7
3,84,0.92947037000843,-0.002399931915003,2.0244209995566,0.00896635563104553,0.0364605287897692,0.0114481483813498,-2.26088300074913,-0.0721593728563167,0,0,0,0,0,0,0,0,0,0,0,0,7
1,85,1.40535095998714,-0.1311946405353,0.546140211242604,-0.0274787591081128,-0.0714714207967235,0.0171033050227897,-0.130858061802542,-0.010777184669842,0,0,0,0,0,0,0,0,0,0,0,0,9
2,85,0.0835336330132019,-0.0344828067938855,0.008725387484942,0.116728957276124,0.0311196203401245,0.0156687263221265,3.4992009987661,0.100868315951028,0,0,0,0,0,0,0,0,0,0,0,0,9
3,85,-0.93087152152449,0.0391964172308339,0.377662490842271,-0.0160815955394752,-0.0841953138372435,0.0299536432171184,2.96538473449556,0.0526945187396411,0,0,0,0,0,0,0,0,0,0,0,0,9
1,86,0.998960335903921,-0.106845744181755,0.287350831804452,0.0598438900943477,0.16235563411205,-0.0131299329414466,0.323757168782294,-0.130694122612799,0,0,0,0,0,0,0,0,0,0,0,0,2
2,86,0.937489354591609,-0.0909076266302328,0.242342366699298,0.0445307391945589,-0.0346434720820197,0.0271410902306709,-0.452105550462534,-0.0782947646754785,0,0,0,0,0,0,0,0,0,0,0,0,2
3,86,-0.118264838994116,-0.125935090322005,-0.246726101233949,0.116013949180347,0.36970342358549,-0.00088498596492983,1.70452781410012,-0.0337937486151013,0,0,0,0,0,0,0,0,0,0,0,0,2
1,87,-1.01075694619286,0.00863766262710915,0.0522432842556455,0.216308463139029,-0.150702760047532,0.00489312518301416,1.98636579914277,0.0141767089514439,0,0,0,0,0,0,0,0,0,0,0,0,5
2,87,-2.4752390449415,-0.0214859264085315,0.047329079070332,-0.207922489519587,0.345083370007073,0.00121791602199227,1.55121626899798,0.113825280210059,0,0,0,0,0,0,0,0,0,0,0,0,5
3,87,-1.1881022247454,0.00692915682191302,0.431596424491781,-0.160180599747173,-0.00857372805530066,-0.0109729629669654,-0.0359299226083181,-0.0697344379465261,0,0,0,0,0,0,0,0,0,0,0,0,5
1,88,-0.939281445333479,0.00117169570058679,-0.439194822451759,0.416833221997054,-0.21582282169946,0.0199346590223799,-0.980487208910006,0.093880291131017,0,0,0,0,0,0,0,0,0,0,0,0,9
2,88,-1.10037545204268,-0.137504881864739,-0.598968570957107,0.41781553162091,0.22558152502685,0.00590698264174168,-0.865476589968921,0.00359799364327028,0,0,0,0,0,0,0,0,0,0,0,0,9
3,88,-2.19011026941408,-0.0656333945297605,-0.403112568394715,0.433247398927808,0.320330488718514,-0.00936033036429543,-0.232732427504487,-0.00886240905532672,0,0,0,0,0,0,0,0,0,0,0,0,9
1,89,0.0625005399184708,-0.0179197928272187,0.823009436046919,0.0717774123000727,0.182078014434709,-0.0035079465251142,-0.69440588268283,0.0776280148472189,0,0,0,0,0,0,0,0,0,0,0,0,11
2,89,-0.0045103135251896,-0.0344874165512672,-0.0973063349582759,0.118593612402433,0.144754759441653,-0.00647121578822991,0.522381449589602,0.0284545150233866,0,0,0,0,0,0,0,0,0,0,0,0,11
3,89,0.815469761788632,-0.0244854253834937,0.213230372441565,0.100671648973923,0.138830522092066,-0.0265118220194308,-1.12000645403509,-0.0580507088341474,0,0,0,0,0,0,0,0,0,0,0,0,11
1,90,-0.196449549244289,0.138474423749896,0.472963105545321,0.331881617725338,-0.187820176968609,-0.00804627842130539,-1.42766338262372,-0.0420851062373315,0,0,0,0,0,0,0,0,0,0,0,0,2
2,90,-0.42557508236383,-0.0367478032842451,1.03689200345345,0.257879988674583,0.301704690199879,0.0320881459167664,-2.46061201215292,-0.0841395784682823,0,0,0,0,0,0,0,0,0,0,0,0,2
3,90,1.14379342035441,0.0649288457198172,0.110098780614946,0.373605509054241,-0.208584596444387,0.0506063381976973,1.02676928021513,-0.152383056092515,0,0,0,0,0,0,0,0,0,0,0,0,2
