rep,id,b01,b11,b21,a1,p1,g1,p2,g2,alpha11,alpha21,eta_b01,eta_b11,eta_b21,eta_a1,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha21
1,18,7.70646778051673,-0.131760372929706,-0.114991111505447,4.53572425519944,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,3.03555090111196,0.000629885953148945,0.0205074163958194,-0.121790515996259,0,0,0,0,0,0
2,18,6.97206303177742,-0.14006712836805,-0.0553999461176681,5.98903842286385,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.30114615237265,-0.00767686948519505,0.0800985817835983,0.156155578560312,0,0,0,0,0,0
3,18,5.94494329314663,-0.156525166047743,-0.0972465143414158,0.815557006136462,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.27402641374186,-0.0241349071648888,0.0382520135598506,-1.8376592463439,0,0,0,0,0,0
1,19,5.42766307216925,-0.0405848160496194,-0.185316626717172,1.62100014508328,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.756746192764481,0.0918054428332352,-0.0498180988159052,-1.15073195801809,0,0,0,0,0,0
2,19,5.19410655424941,-0.0879014909417778,-0.164802608009558,1.28577840297664,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.523189674844643,0.0444887679410768,-0.0293040801082913,-1.38241099425463,0,0,0,0,0,0
3,19,5.80395024877947,-0.143981579059178,-0.0506457200935195,2.51262364400644,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.1330333693747,-0.0115913201763238,0.0848528078077468,-0.712447806554761,0,0,0,0,0,0
1,20,4.85814969912137,-0.233090340394458,-0.141186649362509,2.91112952044991,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.187232819716606,-0.100700081511603,-0.00568812146124226,-0.56523413304445,0,0,0,0,0,0
2,20,6.0466361728118,-0.238697980582045,-0.043589199827595,3.91379326658445,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.37571929340704,-0.10630772169919,0.0919093280736714,-0.269268241656606,0,0,0,0,0,0
3,20,6.07457465656099,-0.226050901756488,-0.0985259629097327,1.4955918734616,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.40365777715623,-0.0936606428736336,0.0369725649915336,-1.23125325979882,0,0,0,0,0,0
1,21,3.44222578434689,-0.095148226680968,-0.17087752466069,5.95544503181167,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.22869109505787,0.0372420322018866,-0.0353789967594233,0.150530642203051,0,0,0,0,0,0
2,21,3.65484631849577,0.0649554344945731,-0.157444080292439,2.5980584374586,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.016070560909,0.197345693377428,-0.0219455523911729,-0.679010879030405,0,0,0,0,0,0
